id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
193,Ecomomy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
194,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
195,THE ECONOMY,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
196,Recovering from Coronavirus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
197,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
198,The rising cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
199,Energy prices,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
200,dealing with the pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
201,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
202,Recovery from pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
203,Overpopulation,40 Environment,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
204,the Covid vaccinations,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
205,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
206,economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
207,Pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
208,Household bills,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
209,Immigrants,12,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
210,Climate emergency,40 Environment,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
211,economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
212,the economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
213,Immigration,,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
214,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
215,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
216,COVID,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
217,Lockdown,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
218,Covid_19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
219,Cost of living crisis,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
220,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
221,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
222,finanaces,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
223,Cost of Energy,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
224,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
225,The Environment,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
226,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
227,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
228,covid 19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
229,Cost of living crisis,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
230,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
231,Cost of Living,Living costs,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
232,Climate Change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
233,Price rises,32 - Living costs,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
234,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
235,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
236,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
237,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
238,Covid 19 and the variants,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
239,Immigration,,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
240,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
241,Covid-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
242,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
243,Pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
244,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
245,Rising cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
246,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
247,health - fighting the Corona virus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
248,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
249,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
250,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
251,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
252,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
253,Climate Change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
254,The costs of covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
255,Pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
256,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
257,Covid 19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
258,Covid 19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
259,Covid-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
260,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
261,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
262,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
263,recovering from covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
264,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
265,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
266,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
267,ENERGY PRICE RISE,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
268,Covid-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
269,Covid pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
270,Coronavirus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
271,pensioners struggling to pay their bills,32 - Living costs,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
272,Coronavirus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
273,Cost of fuel,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
274,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
275,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
276,Cost of Living increases,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
277,Price increases,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
278,Affordability,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
279,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
280,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
281,Immigration,,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
282,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
283,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
284,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
285,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
286,The economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
287,covie vir 19,48 - Coronavirus,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
288,Cost of living rise,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
289,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
290,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
291,the economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
292,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
293,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
294,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
295,Covid-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
296,Covid pandemic,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
297,the economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
298,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
299,Border Control,12 - Immigration,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
300,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
301,Opening country back up,26 - Economy-general,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
302,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
303,immigrants crossing the English Channel,12,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
304,Immigration,,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
305,climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
306,Brexit & Covid,"15, 48",12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
307,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
308,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
309,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
310,Economy,26,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
311,Corona virus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
312,COVID,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
313,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
314,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
315,price increases,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
316,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
317,cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
318,Brexit,15,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
319,covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
320,Energy prices,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
321,Coronavirus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
322,COVID-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
323,Covid-19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
324,Rising prices of food .fuel e.t.c,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
325,coronavirus,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
326,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
327,Covid,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
328,covid 19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
329,Covid 19,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
330,Cost of living,32,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
331,Climate change,40,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
332,COVID Issues,48,12,0.9365427714666276,0.9301574146236425,0.9426428604095476,13,0.9365427714666276,0.9301574146236425,0.9426428604095476,11.0,0.9362695386168465,0.9048505637281212,0.9683833734889306
