id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
484,Corona virus,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
485,NHS,1,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
486,Broken government promises and wasteful spending,"4 - Pol-neg i.e., complaints about politics",12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
487,Economy,26,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
488,Coronavirus,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
489,coronavirus,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
490,Financial situations,32 for Living costs,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
491,The economy,26,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
492,Covid,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
493,Illegal immigration,12,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
494,Economy & cost of living,32 for Living costs,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
495,climate change,40 Environment,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
496,Pandemic,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
497,Economy,26,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
498,Covid-19,48,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
499,Climate change,40 Environment,12,0.9131484436465209,0.9066785945613387,0.9190569314080426,13,0.9131484436465209,0.9066785945613387,0.9190569314080426,11.0,0.9077208910324033,0.8729163984053526,0.941722250627738
0,Economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
2,COVID 19,48 (Coronavirus),13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
3,immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
4,The cost of living crisis,32 for Living costs,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
5,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
6,coved19,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
7,the economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
8,NHS,1,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
9,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
10,COVID,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
11,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
12,Global warming,40 Environment,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
13,Immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
14,underfunded nhs,1,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
15,The economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
16,cost of living energy prices,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
17,Corruption in parliament,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
18,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
19,COVID,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
20,War in Ukraine,22 - War,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
21,Brexit & Covid,"15, 48",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
22,the Ukraine conflict,22 for War,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
23,underlying health probems that have not been dealt with during the pandemic,1,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
24,Economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
25,Covid-19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
26,covid 19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
27,COVID-19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
28,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
29,Immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
30,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
31,Brexit,15,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
32,immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
33,The economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
34,crime,"I'm sorry, but I need the actual open-ended response in order to categorize it. Could you please provide the text response?",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
35,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
36,Cover 19 Indian strain,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
37,EU aggression,22 for War,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
38,COVID 19,48 (Coronavirus),13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
39,rejoining the eu,15 for Europe,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
40,Recovery from Covid-19,48 - Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
41,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
42,Cost of Living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
43,Rising living costs,32 for Living costs,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
45,illegal migrants,12 for Immigration,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
46,covie vir 19,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
47,Economic recovery,26 for Economy-general,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
48,Immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
49,Corona virus pandemic,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
50,COVID,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
51,Virus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
52,Cost of Living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
53,Climate change,40 Environment,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
54,Brexit,15,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
55,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
56,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
57,Covid hoax,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
58,Covid 19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
59,Rising prices,31 - Inflation,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
60,Pandemic,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
61,Covid 19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
62,NHS backlog,1,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
63,immigraation,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
64,Economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
65,Economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
66,Coronavirus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
67,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
68,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
69,Recovering from Coronavirus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
70,economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
71,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
72,COVID,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
73,Cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
74,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
75,price increases,31 for Inflation,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
76,covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
77,Covid-19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
79,SLEEZE,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
80,Health crisis,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
81,Economy,26,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
82,cost of living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
83,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
84,Covid 19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
85,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
87,The Environment,40,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
88,Cost Of Livinf Crisis and inflation,"32, 31",13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
89,effects of covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
90,illegal immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
91,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
92,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
93,covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
94,covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
95,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
96,The pandemic,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
97,omnicrom virus,48 - Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
98,Effects of the war in Ukraine,22 for War,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
99,Cost of Living,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
100,the virus,48 for Coronavirus,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
101,Coronavirus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
102,Covid-19,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
103,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
104,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
105,Immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
106,Corona virus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
107,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
108,Immigration,12,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
109,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
110,recovering from covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
111,rising cost of living,32 for Living costs,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
112,COVID,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
113,Climate change,40 Environment,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
114,Russia invading Ukraine,22 War,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
115,Rise in living costs,32,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
116,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
117,Coronavirus,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
118,Cost of living crisis,32 for Living costs,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
119,Covid,48,13,0.9146280502697609,0.9086570504921868,0.9205783905138264,14,0.9146280502697609,0.9086570504921868,0.9205783905138264,12.0,0.9316662945282239,0.9037450057323083,0.9605497865209055
